계정,연도,상품번호,판매자코드,ROAS%,광고비,광고전환매출,클릭
rejoice911,2025,4315479252,LCE_MX_L5668155_00,638,5764,36760,11
rejoice911,2025,4315510166,LCE_MX_L9689051_00,600,7810,46850,11
rejoice911,2025,4315531633,LCE_SX_L5112892,4752,4609,219030,11
rejoice911,2025,4315593743,LCE_MX_L5669314_00,260,65549,170700,87
rejoice911,2025,4315610259,LCE_MX_L9619520_00,461,4455,20540,10
rejoice911,2025,4315622023,LCE_MX_L7401485_00,520,14564,75660,28
rejoice911,2025,4315646788,LCE_MX_L1228921_00,4854,6501,315580,7
rejoice911,2025,4315709359,LCE_MX_L7399582_00,1916,17281,331150,23
rejoice911,2025,4315727983,LCE_MX_L6127219_00,527,8767,46200,11
rejoice911,2025,4315750447,LCE_MX_L5653003_00,1494,6336,94650,8
rejoice911,2025,4315768364,LCE_MX_L0024320,751,18315,137490,30
rejoice911,2025,4315773550,LCE_MX_L8596212,726,2772,20120,4
rejoice911,2025,4315776149,LCE_SX_L2315941_00,575,3674,21110,6
rejoice911,2025,4315827846,LCE_MX_L0207632_00,267,15565,41600,18
rejoice911,2025,4315838943,LCE_MX_L1731244_00,414,43241,178930,56
rejoice911,2025,4315858424,LCE_SX_L9468006_00,629,19030,119760,35
rejoice911,2025,4319404868,LCE_MX_L2173032,365,27621,100810,47
rejoice911,2025,4319424001,LCE_MX_L3928767_00,498,36707,182620,54
rejoice911,2025,4319430964,LCE_MX_L7286932_00,506,5500,27810,6
rejoice911,2025,4319436827,LCE_MX_L1781904,267,21439,57300,25
rejoice911,2025,4319444656,LCE_MX_L4814564_00,1598,3861,61710,4
rejoice911,2025,4319454415,LCE_MX_L0990273_00,434,10868,47200,20
rejoice911,2025,4319456058,LCE_MX_L4093847_00,2425,1210,29340,3
rejoice911,2025,4319470438,LCE_SX_L3520048,308,13684,42160,22
rejoice911,2025,4319484694,LCE_MX_L5073434_00,6214,2552,158580,7
rejoice911,2025,4319489559,LCE_MX_L6497686_00,385,15092,58120,17
rejoice911,2025,4319490848,,1611,5302,85400,7
rejoice911,2025,4319492458,LCE_MX_L6493228_00,736,8448,62140,13
rejoice911,2025,4319508713,LCE_SX_L8481664,1128,10538,118850,14
rejoice911,2025,4319510986,LCE_MX_L1081447_00,565,4169,23540,5
rejoice911,2025,4324361123,LCE_MX_L0992543_00,253,5786,14640,8
rejoice911,2025,4324375515,LCE_SX_L1268817_00,803,20042,160870,29
rejoice911,2025,4324401372,LCE_MX_L5695729,922,1848,17040,2
rejoice911,2025,4324433938,LCE_MX_L2918788_01,3731,2453,91510,5
rejoice911,2025,4324447749,LCE_MX_L7267296_00,705,12683,89440,17
rejoice911,2025,4324451910,LCE_MX_L0764655,1684,18315,308380,40
rejoice911,2025,4324456134,LCE_MX_L5500427_00,351,40898,143520,62
rejoice911,2025,4324465105,LCE_MX_L6011448_00,270,39930,107680,46
rejoice911,2025,4324887780,LCE_MX_L0320871_00,1731,5610,97100,6
rejoice911,2025,4324898262,LCE_MX_L2131527,553,87604,484100,107
rejoice911,2025,4324905705,LCE_MX_L2886021_00,211,7832,16510,12
rejoice911,2025,4324906759,LCE_MX_L7399146_00,2702,1870,50520,2
rejoice911,2025,4324913116,LCE_MX_L2467138_00,893,5786,51650,8
rejoice911,2025,4324922392,LCE_MX_L5961923_00,315,49445,155520,53
rejoice911,2025,4324929340,LCE_MX_L3376072,450,41613,187420,55
rejoice911,2025,4324965760,,1210,3861,46730,6
rejoice911,2025,4330320320,LCE_MX_L9620758,1340,17204,230450,19
rejoice911,2025,4330333737,LCE_MX_L6738749_00,4388,9988,438300,18
rejoice911,2025,4330349861,LCE_MX_L8969990,420,12133,51000,18
rejoice911,2025,4330351007,LCE_MX_L4357634_00,10604,3707,393100,6
rejoice911,2025,4354903376,LCE_MX_L4033597_00,671,27181,182430,35
rejoice911,2025,4361534615,LCE_MX_L1168988_00,1388,12518,173790,18
rejoice911,2025,4361547360,LCE_MX_L0865574,201,25091,50380,32
rejoice911,2025,4361552203,LCE_MX_L8819195_00,722,7689,55520,9
rejoice911,2025,4366334832,LCE_MX_L9357299_00,2245,3960,88920,5
rejoice911,2025,4366370209,LCE_MX_L6689165_00,759,13365,101390,15
rejoice911,2025,4315458484,LCE_SX_L1579261_00,22491,385,86590,1
rejoice911,2025,4315500017,LCE_SX_L0034729,5858,352,20620,1
rejoice911,2025,4315505163,LCE_SX_L5830325_00,4219,770,32490,2
rejoice911,2025,4315622497,LCE_SX_L6383769_00,543,6270,34060,13
rejoice911,2025,4315625613,LCE_SX_L9620269_00,6370,660,42040,2
rejoice911,2025,4315645919,LCE_MX_L0854748_00,2463,8602,211840,9
rejoice911,2025,4315710516,LCE_MX_L6128075_00,6470,506,32740,2
rejoice911,2025,4315742189,LCE_SX_L4385314_00,2255,3960,89290,8
rejoice911,2025,4315800248,LCE_SX_L5670034_00,1721,7084,121950,20
rejoice911,2025,4315801766,LCE_SX_L4302364_00,10977,385,42260,1
rejoice911,2025,4315824756,LCE_SX_L1469286_00,2367,1815,42960,4
rejoice911,2025,4315856294,LCE_SX_L5791696_00,19282,330,63630,1
rejoice911,2025,4315856401,LCE_SX_L5903145_00,7100,2387,169480,7
rejoice911,2025,4315858097,LCE_SX_L5789614_00,6792,1155,78450,3
rejoice911,2025,4315858804,LCE_SX_L5902652_00,2498,1595,39840,4
rejoice911,2025,4315904805,,5427,1155,62680,3
rejoice911,2025,4319408661,LCE_SX_L7366906_01,4135,495,20470,1
rejoice911,2025,4319411360,LCE_SX_L5007300_00,5687,825,46920,2
rejoice911,2025,4319411413,LCE_SX_L5007302_00,5009,979,49040,3
rejoice911,2025,4319422217,LCE_SX_L6328128_00,803,3091,24810,9
rejoice911,2025,4319422634,LCE_SX_L9617635_00,2368,759,17970,3
rejoice911,2025,4319424697,LCE_SX_L6618974_00,2326,1815,42210,4
rejoice911,2025,4319424891,LCE_SX_L5326782_00,7912,660,52220,2
rejoice911,2025,4319448321,LCE_MX_L6971352_00,1474,3564,52540,6
rejoice911,2025,4319448456,LCE_SX_L6971345_00,2034,4620,93950,13
rejoice911,2025,4319455509,LCE_SX_L8190934_00,3252,759,24680,2
rejoice911,2025,4319485116,LCE_SX_L1044815_01,12756,385,49110,1
rejoice911,2025,4324382775,LCE_MX_L3844854_00,1307,4994,65250,8
rejoice911,2025,4324424555,LCE_SX_L9648245_00,550,13629,74950,37
rejoice911,2025,4324425206,LCE_SX_L9648253_00,2695,4015,108190,13
rejoice911,2025,4324440853,LCE_SX_L2078478,4007,440,17630,1
rejoice911,2025,4324467175,LCE_SX_L7990166_00,836,5830,48710,7
rejoice911,2025,4324893844,LCE_SX_L4964543_00,2669,715,19080,2
rejoice911,2025,4324906707,LCE_SX_L1245512_00,580,3157,18300,9
rejoice911,2025,4324962375,LCE_SX_L5157307,1355,4246,57550,12
rejoice911,2025,4324962714,LCE_SX_L1465708,4821,1364,65760,3
rejoice911,2025,4324963582,LCE_SX_L1341696_07,4340,385,16710,1
rejoice911,2025,4324965038,LCE_SX_L8437538_00,844,2310,19500,6
rejoice911,2025,4330335093,LCE_SX_L5582816_07,22000,385,84700,1
rejoice911,2025,4330338635,LCE_SX_L6237151_01,3509,990,34740,3
rejoice911,2025,4330338808,LCE_MX_L8237163_00,291,21549,62760,29
rejoice911,2025,4330352434,유한젠 스포츠,270,6754,18210,17
rejoice911,2025,4330359830,LCE_SX_L5489031_00,9517,1562,148660,4
rejoice911,2025,4331148710,LCE_SX_L0237191_00,492,3168,15600,8
rejoice911,2025,4336423811,LCE_SX_L0237099_00,239,6402,15330,17
rejoice911,2025,4354900421,LCE_SX_L6971410_00,496,4191,20800,11
rejoice911,2025,4354900799,LCE_SX_L0850392_00,259,6468,16720,15
rejoice911,2025,4354901017,LCE_SX_L5328431_01,297,6732,20000,20
rejoice911,2025,4354903912,LCE_SX_L5047608_00,4063,792,32180,2
rejoice911,2025,4361556074,LCE_SX_L2243413_00,1302,4499,58560,12
rejoice911,2025,4366357442,LCE_MX_L8183143_00,2088,10131,211560,20
rejoice911,2025,4366368251,LCE_SX_L7712919,992,1760,17460,4
rejoice911,2025,4422734435,LCE_MX_L2955752_00,8728,2728,238100,7
rejoice911,2025,4438179986,LCE_MX_L2535364_00,5848,1881,110000,2
rejoice911,2025,4445332542,LCE_MX_L6858445_00,343,6622,22740,10
rejoice911,2025,4319498874,LCE_SX_L7130734,2927,1430,41860,3
rejoice911,2025,4366356673,LCE_SX_L3399134_00,3134,3498,109620,9
rejoice911,2025,4366367284,LCE_SX_L1120285_00,12656,1584,200470,4
rejoice911,2025,4395063748,LCE_MX_L2369528_00,2104,946,19900,1
rejoice911,2025,4400646330,LCE_MX_L4009279_00,618,4642,28670,7
rejoice911,2025,4422733063,LCE_SX_L7851737_00,792,1595,12640,4
rejoice911,2025,4425415392,LCE_MX_L0436547_00,4399,13046,573900,14
rejoice911,2025,4425416028,LCE_SX_L1185383_00,881,11297,99530,32
rejoice911,2025,4481160979,LCE_MX_L2094654_00,1082,10637,115100,14
rejoice911,2025,4481164573,LCE_MX_L4414068_00,3217,1221,39280,2
rejoice911,2025,4315582643,LCE_SX_L5426813_00,25766,385,99200,1
rejoice911,2025,4315898423,LCE_SX_L5734244_00,1272,1254,15950,3
rejoice911,2025,4319498730,LCE_SX_L8972572_00,2893,495,14320,1
rejoice911,2025,4372979096,LCE_SX_L4481024_00,7394,495,36600,1
rejoice911,2025,4387319964,LCE_SX_L9652935,6735,385,25930,1
rejoice911,2025,4395059351,LCE_SX_L7172151_00,6617,770,50950,2
rejoice911,2025,4395059382,LCE_SX_L7172153_00,13234,385,50950,1
rejoice911,2025,4395071558,LCE_SX_L5748003_00,7684,374,28740,1
rejoice911,2025,4395071779,LCE_SX_L5741983_00,24630,495,121920,1
rejoice911,2025,4395072012,LCE_SX_L2330249_00,7829,385,30140,1
rejoice911,2025,4401796960,LCE_SX_L8535347_00,3169,1254,39740,4
rejoice911,2025,4401797272,LCE_SX_L9386913_00,2816,2420,68140,6
rejoice911,2025,4410616377,LCE_SX_L1338743,18805,770,144800,2
rejoice911,2025,4422717004,LCE_SX_L6935973_00,6068,385,23360,1
rejoice911,2025,4422739591,LCE_SX_L8429612_00,5177,385,19930,1
rejoice911,2025,4422740111,LCE_SX_L7201433_01,2450,880,21560,2
rejoice911,2025,4422740858,LCE_SX_L8429613_00,539,2673,14420,7
rejoice911,2025,4481159200,LCE_SX_L4728076,4613,297,13700,1
rejoice911,2025,4315877758,LCE_SX_L4802271,39455,440,173600,1
rejoice911,2025,4319488634,LCE_SX_L7044541_00,8945,495,44280,1
rejoice911,2025,4330342850,LCE_SX_L4815276_00,3120,440,13730,1
rejoice911,2026,4315479252,LCE_MX_L5668155_00,451,7788,35150,8
rejoice911,2026,4315520108,LCE_MX_L4240742_00,2483,3465,86040,4
rejoice911,2026,4315536224,LCE_MX_L3064539,979,4620,45230,3
rejoice911,2026,4315705011,LCE_SX_L4452746_00,4398,1254,55150,3
rejoice911,2026,4315858097,LCE_SX_L5789614_00,3204,1562,50040,5
rejoice911,2026,4315978739,LCE_MX_L1399703_00,3009,869,26150,1
rejoice911,2026,4319407733,LCE_MX_L4994404_00,213,24816,52940,22
rejoice911,2026,4319411360,LCE_SX_L5007300_00,26659,440,117300,1
rejoice911,2026,4319424001,LCE_MX_L3928767_00,553,6699,37050,8
rejoice911,2026,4319430964,LCE_MX_L7286932_00,327,9493,31020,9
rejoice911,2026,4319436204,LCE_SX_L4119097,1070,3003,32130,7
rejoice911,2026,4319488103,LCE_SX_L7522284_00,3531,495,17480,1
rejoice911,2026,4319501113,LCE_MX_L0957060_00,1430,1793,25640,2
rejoice911,2026,4319502802,LCE_MX_L6679797_00,5441,935,50870,1
rejoice911,2026,4324382570,LCE_MX_L6171204_00,221,23023,50820,29
rejoice911,2026,4324413390,LCE_SX_L6178570_00,41970,297,124650,1
rejoice911,2026,4324424245,LCE_SX_L9648179_00,10224,473,48360,1
rejoice911,2026,4324462337,LCE_SX_L8848943_00,10430,495,51630,1
rejoice911,2026,4324894630,LCE_SX_L1053664_04,1319,1309,17260,5
rejoice911,2026,4324910568,LCE_MX_L0713792_00,262,6842,17930,11
rejoice911,2026,4324968123,LCE_SX_L6251563_00,14003,638,89340,1
rejoice911,2026,4324968677,LCE_MX_L0326342_00,1240,3234,40090,3
rejoice911,2026,4330337803,LCE_SX_L2360000,1479,990,14640,2
rejoice911,2026,4330337858,LCE_SX_L2360235,1479,990,14640,2
rejoice911,2026,4330338808,LCE_MX_L8237163_00,238,17567,41840,22
rejoice911,2026,4330351007,LCE_MX_L4357634_00,320,8965,28720,10
rejoice911,2026,4354903376,LCE_MX_L4033597_00,275,9185,25240,11
rejoice911,2026,4361552203,LCE_MX_L8819195_00,931,3916,36440,5
rejoice911,2026,4361554184,LCE_MX_L1909301_00,2573,2299,59150,2
rejoice911,2026,4372975666,LCE_MX_L9471272_00,21557,352,75880,2
rejoice911,2026,4395061441,LCE_MX_L2216061_00,2308,4224,97480,4
rejoice911,2026,4395074204,LCE_SX_L0488201_00,3287,1254,41220,3
rejoice911,2026,4422734435,LCE_MX_L2955752_00,2697,3531,95240,4
rejoice911,2026,4422740039,LCE_MX_L1473753_00,1365,6039,82450,6
rejoice911,2026,4438179534,LCE_MX_L0674440_00,3504,11539,404330,8
rejoice911,2026,4438197714,LCE_MX_L3961382_00,1015,1584,16070,2
rejoice911,2026,4481158735,LCE_SX_L2413485_00,1294,1694,21920,4
rejoice911,2026,4481161539,LCE_MX_L6328111_00,2454,6314,154950,5
rejoice911,2026,4494107193,LCE_MX_L7775254,484,7755,37500,7
rejoice911,2026,4615202215,LCE_MX_L7466633_00,511,10868,55510,10
rejoice911,2026,4615228588,LCE_MX_L8542110,646,8547,55180,9
rejoice911,2026,297674618,,89758,99,88860,1
rejoice911,2026,297721153,,22586,99,22360,1
rejoice911,2026,4315775329,LCE_SX_L1310514,932,10769,100320,20
rejoice911,2026,4438187382,LCE_SX_L4033691_00,394,2629,10370,5
rejoice911,2026,4615114261,LCE_SX_L5274037_00,290,4631,13410,12
rejoice911,2026,4615156786,LCE_SX_L7253986_00,2992,495,14810,1
rejoice911,2026,4632935794,LCE_SX_L3891247_01,3595,781,28080,3
rejoice911,2026,4319463372,LCE_SX_L7841082_00,3464,539,18670,1
rejoice911,2026,4324906780,LCE_SX_L0163832_00,4721,1078,50890,2
rejoice911,2026,4331145707,LCE_SX_L9047272_00,4591,440,20200,1
rejoice911,2026,4615174438,LCE_SX_L2151977_02,388,3234,12540,9
rejoice911,2026,4615184560,LCE_SX_L1978371_00,3278,5390,176700,10
rejoice911,2026,4319488078,LCE_SX_L7458296_00,5599,352,19710,1
dlwodbs222,2025,3802121584,W8292AF,49337,341,168240,1
dlwodbs222,2025,4060041974,W99BDA4,5676,957,54320,3
dlwodbs222,2025,4060066763,,2234,1331,29740,4
dlwodbs222,2025,4060090476,W061F8E,759,4565,34630,7
dlwodbs222,2025,4060091532,W5FF245,1654,2255,37300,7
dlwodbs222,2025,4060099803,WAEA1D1,4190,825,34570,2
dlwodbs222,2025,4060100264,WAEA1CF,13095,1320,172850,3
dlwodbs222,2025,4060108597,WD2D72C,8110,308,24980,1
dlwodbs222,2025,4060111441,W2619C6,15814,2255,356600,3
dlwodbs222,2025,4060124446,W02404E,5557,770,42790,2
dlwodbs222,2025,4060134921,W34F89C,2342,1595,37360,4
dlwodbs222,2025,4060146693,W1BF054,7184,528,37930,5
dlwodbs222,2025,4060149095,W9C9E35,2576,2321,59800,5
dlwodbs222,2025,4060173074,W9BA9D2,1603,2211,35440,3
dlwodbs222,2025,4060175127,,9991,341,34070,1
dlwodbs222,2025,4060201380,WBA7391,3243,2387,77420,7
dlwodbs222,2025,4060203212,WBD5654,416,19151,79730,35
dlwodbs222,2025,4060233870,WC9983A,2370,9526,225810,28
dlwodbs222,2025,4060245720,,2493,1386,34550,5
dlwodbs222,2025,4060254423,WB8295B,502,5115,25690,17
dlwodbs222,2025,4060267696,W94EE81,1563,3883,60680,9
dlwodbs222,2025,4060288336,WB127F5,2061,1958,40360,5
dlwodbs222,2025,4060297848,WB196D9,751,3883,29180,10
dlwodbs222,2025,4060302514,WA88AB8,5042,1155,58240,3
dlwodbs222,2025,4060304828,,4136,649,26840,2
dlwodbs222,2025,4060348060,,1581,2013,31820,8
dlwodbs222,2025,4060352658,WB4300E,2348,22066,518080,37
dlwodbs222,2025,4060356469,WBF505F,1032,4477,46220,11
dlwodbs222,2025,4060383854,WBBB8C4,726,5423,39360,14
dlwodbs222,2025,4060433003,WAC8B87,585,5995,35060,20
dlwodbs222,2025,4060438036,W96DB0E,6641,5016,333100,12
dlwodbs222,2025,4060443393,,12613,341,43010,1
dlwodbs222,2025,4060450034,WC53FE1,915,8096,74060,20
dlwodbs222,2025,4060450778,WE6D18C,406,4576,18580,9
dlwodbs222,2025,4060455146,WC247C3,104227,220,229300,2
dlwodbs222,2025,4060459836,,1703,2816,47950,10
dlwodbs222,2025,4060466890,W99D498,528,10329,54520,26
dlwodbs222,2025,4060468027,WCB32F9,2560,1221,31260,3
dlwodbs222,2025,4060469039,WAECF68,5518,5247,289510,9
dlwodbs222,2025,4060471584,WA58693,3296,2695,88840,7
dlwodbs222,2025,4060473847,,3152,594,18720,2
dlwodbs222,2025,4060479015,W693D80,1400,1551,21710,4
dlwodbs222,2025,4060479282,W46F0CD,8953,726,65000,2
dlwodbs222,2025,4060481582,WD1B165,425,8635,36730,21
dlwodbs222,2025,4060482085,W6E4796,424,7997,33920,19
dlwodbs222,2025,4060482911,W479E75,2612,2365,61780,6
dlwodbs222,2025,4060483278,W9D9451,860,11649,100140,29
dlwodbs222,2025,4060483801,WD7C1F8,2073,1320,27360,4
dlwodbs222,2025,4060490443,W9AECA1,1082,3036,32860,10
dlwodbs222,2025,4060490996,WB80246,869,7689,66800,17
dlwodbs222,2025,4060493860,W7D3C78,928,4532,42060,12
dlwodbs222,2025,4060494446,,8170,341,27860,1
dlwodbs222,2025,4060495039,W9D90F7,7949,627,49840,2
dlwodbs222,2025,4060499609,W4665C3,1949,1111,21650,3
dlwodbs222,2025,4060500973,WAE19D5,1786,3685,65800,12
dlwodbs222,2025,4060506290,W64B1CD,316,5005,15830,13
dlwodbs222,2025,4060508121,W9AFD0C,12430,2464,306270,6
dlwodbs222,2025,4060511987,W7F69AD,2311,3058,70670,7
dlwodbs222,2025,4060517110,W4DA571,539,4609,24840,13
dlwodbs222,2025,4060517518,,1776,1023,18170,3
dlwodbs222,2025,4060525109,WBAB48A,2267,7106,161120,14
dlwodbs222,2025,4060525718,,764,4070,31100,10
dlwodbs222,2025,4060527647,WB70B63,4716,1826,86110,5
dlwodbs222,2025,4060529511,W26C468,391,8778,34320,20
dlwodbs222,2025,4060529708,W3343C3,19981,1067,213200,3
dlwodbs222,2025,4060535959,W35D8CD,887,9394,83300,20
dlwodbs222,2025,4060538901,WC4B9D3,628,7535,47330,13
dlwodbs222,2025,4060541527,,4689,341,15990,1
dlwodbs222,2025,4060549851,,9326,682,63600,2
dlwodbs222,2025,4060559742,,1697,1705,28940,5
dlwodbs222,2025,4060561791,,18139,704,127700,2
dlwodbs222,2025,4060563283,WE2536E,1719,5588,96060,14
dlwodbs222,2025,4060563917,,530,5280,27960,13
dlwodbs222,2025,4060567589,WB6710A,3867,814,31480,2
dlwodbs222,2025,4060570719,WC0DAE1,1572,9097,142960,12
dlwodbs222,2025,4060581975,WCC75A2,267,10340,27600,24
dlwodbs222,2025,4060582668,WACCE1E,1207,1892,22840,5
dlwodbs222,2025,4060583538,,1540,2596,39980,6
dlwodbs222,2025,4060585391,WB1B446,1452,2838,41210,7
dlwodbs222,2025,4060590254,WAF5F1D,435,4576,19910,12
dlwodbs222,2025,4060628991,W0641D2,8434,341,28760,1
dlwodbs222,2025,4060648780,,5419,770,41730,2
dlwodbs222,2025,4060704221,,541,2926,15820,9
dlwodbs222,2025,4060734514,,9179,616,56540,2
dlwodbs222,2025,4121938362,WDAFCD8,1151,2893,33310,9
dlwodbs222,2025,4121960300,WDA2E5B,3862,770,29740,2
dlwodbs222,2025,4121986629,WAB0855,222,37807,83880,88
dlwodbs222,2025,4121995284,WDBDD15,2098,4257,89320,12
dlwodbs222,2025,4122011304,WB75130,3194,2046,65340,3
dlwodbs222,2025,4122016131,WE54E4A,810,4928,39900,14
dlwodbs222,2025,4122035430,W9595FC,1926,2772,53380,6
dlwodbs222,2025,4122038049,WE8B74E,1239,2794,34630,6
dlwodbs222,2025,4122041974,WD441B2,485,21901,106320,60
dlwodbs222,2025,4122059506,W99D116,331,22583,74840,54
dlwodbs222,2025,4122072621,WB3FBD5,1686,10571,178220,31
dlwodbs222,2025,4122074969,W98C20F,1819,5511,100260,17
dlwodbs222,2025,4122076074,W652417,3723,2156,80270,6
dlwodbs222,2025,4122085856,WC5454F,1190,5676,67540,16
dlwodbs222,2025,4122088067,WB0E7BE,1524,7986,121680,20
dlwodbs222,2025,4060509263,WB6710E,5634,2794,157400,4
dlwodbs222,2025,4060583227,W86925F,2127,880,18720,2
dlwodbs222,2025,4121886414,W31A62B,9157,1232,112820,3
dlwodbs222,2025,4121887536,W8623BB,2961,3993,118240,9
dlwodbs222,2025,4121898235,W81C578,36088,385,138940,1
dlwodbs222,2025,4121998235,W512D5A,634,14553,92280,36
dlwodbs222,2025,4122009163,WC1225E,387,8624,33400,16
dlwodbs222,2025,4122029367,WB9A446,1205,4301,51830,12
dlwodbs222,2025,4122080325,WBAA71B,2296,1881,43180,6
dlwodbs222,2025,4306763195,W915DF6,93818,770,722400,2
dlwodbs222,2025,4306764306,W547552,3892,880,34250,2
dlwodbs222,2025,4306767023,WBC78F8,20639,2420,499460,7
dlwodbs222,2025,4306767058,W630369,1485,2046,30380,5
dlwodbs222,2025,4306768257,W9BFC47,4789,2684,128530,7
dlwodbs222,2025,4306768487,W7BAD8C,1311,2255,29570,4
dlwodbs222,2025,4306769596,W94C780,841,8492,71440,22
dlwodbs222,2025,4306769629,W9AB47C,15663,1683,263600,4
dlwodbs222,2025,4306770498,W8E6E62,6244,418,26100,1
dlwodbs222,2025,4306770899,WB4387B,1119,2915,32620,7
dlwodbs222,2025,4306772803,WC50F1D,2806,1760,49390,4
dlwodbs222,2025,4306773366,WB69A0A,1132,4257,48200,10
dlwodbs222,2025,4306773688,W93112F,779,3641,28360,10
dlwodbs222,2025,4306775914,W250ED5,4748,1177,55880,3
dlwodbs222,2025,4306778042,W630370,1084,2805,30420,8
dlwodbs222,2025,4306778351,W4B1132,2223,3047,67720,9
dlwodbs222,2025,4306778843,W554817,1616,1441,23280,4
dlwodbs222,2025,4306780856,WA064A3,1951,2035,39710,5
dlwodbs222,2025,4306783814,W281BAD,3158,2607,82340,7
dlwodbs222,2025,4306784282,WA364C3,1275,3289,41940,10
dlwodbs222,2025,4306788599,WBA6998,1317,4246,55920,11
dlwodbs222,2025,4306789501,WD10A2E,7329,374,27410,3
dlwodbs222,2025,4306790370,,7148,2409,172200,5
dlwodbs222,2025,4306791009,WA036F5,7601,1111,84450,3
dlwodbs222,2025,4328251534,W79F131,5703,2640,150550,13
dlwodbs222,2025,4060217577,W97F8D5,593,5093,30180,8
dlwodbs222,2025,4121898802,W3DC4B3,11078,770,85300,2
dlwodbs222,2025,4122068857,WE62BA4,8294,385,31930,1
dlwodbs222,2025,4122079855,W2415D7,602,5775,34760,9
dlwodbs222,2025,4306766082,W040348,3338,770,25700,2
dlwodbs222,2025,4306770909,W287CCE,9814,440,43180,1
dlwodbs222,2025,4338872677,WFG39L5,13148,385,50620,1
dlwodbs222,2025,4348005224,W7ECEF7,1036,2431,25190,6
dlwodbs222,2025,4348005528,W6A8ADF,28937,814,235550,2
dlwodbs222,2025,4348007293,WFGCQAK,3794,1034,39230,4
dlwodbs222,2025,4348007414,WB345B8,464,8602,39910,22
dlwodbs222,2025,4348009160,W2EA6EC,6896,913,62960,3
dlwodbs222,2025,4060611366,W8F707C,13548,385,52160,1
dlwodbs222,2025,4060644572,WDBDD27,848,15169,128610,36
dlwodbs222,2025,4060680425,WB74B61,825,3465,28600,9
dlwodbs222,2025,4060710099,W367288,389,7766,30190,23
dlwodbs222,2025,4121969933,WBCAE39,1396,3586,50050,5
dlwodbs222,2025,4122063707,WB2260D,2620,2530,66290,4
dlwodbs222,2025,4306763116,W9B5771,3480,1815,63160,4
dlwodbs222,2025,4306765539,WBED7AD,8572,990,84860,2
dlwodbs222,2025,4306765550,WB3EEF9,6618,385,25480,1
dlwodbs222,2025,4306766476,W692FCE,3721,825,30700,2
dlwodbs222,2025,4306767694,W8E2591,3609,792,28580,2
dlwodbs222,2025,4306771711,W5CD0B0,3000,880,26400,2
dlwodbs222,2025,4306775533,W2B5D18,2890,946,27340,2
dlwodbs222,2025,4365519286,WC44BDE,2143,4763,102090,11
dlwodbs222,2025,4365519683,WEBDA5C,238,7865,18720,36
dlwodbs222,2025,4365521311,WB74E44,510,7425,37880,20
dlwodbs222,2025,4365522192,WB41721,1402,4180,58600,11
dlwodbs222,2025,4365527071,WE5D183,30209,297,89720,1
dlwodbs222,2025,4365528103,WFF84CC,3376,11000,371360,31
dlwodbs222,2025,4365557740,WDB9A03,10605,385,40830,1
dlwodbs222,2025,4365559906,WD60664,2474,4719,116760,7
dlwodbs222,2025,4365563863,WB3A28C,972,5918,57520,13
dlwodbs222,2025,4365572791,WCF046F,41088,363,149150,1
dlwodbs222,2025,4369076379,W13958A,594,8008,47580,20
dlwodbs222,2025,4369076883,W849E9E,1903,2035,38720,5
dlwodbs222,2025,4369077145,WCB8662,2501,1925,48140,5
dlwodbs222,2025,4369077953,W976EA1,1825,3795,69270,9
dlwodbs222,2025,4369078288,WE10974,689,4356,30030,10
dlwodbs222,2025,4369078583,WFFD637,472,4851,22880,13
dlwodbs222,2025,4369078688,WFFMWBL,494,5082,25090,12
dlwodbs222,2025,4369080550,W9687FF,5678,385,21860,1
dlwodbs222,2025,4369080692,WF88CEA,668,6501,43430,17
dlwodbs222,2025,4369085283,W7E91FC,364,15345,55880,37
dlwodbs222,2025,4369094928,W76BEC8,2988,2321,69340,6
dlwodbs222,2025,4369106587,WF0B10E,547,11473,62720,29
dlwodbs222,2025,4369112333,WE373D9,636,9471,60230,22
dlwodbs222,2025,4369117755,WE5BAA2,1181,1980,23380,6
dlwodbs222,2025,4369117827,WCB4726,609,4895,29810,13
dlwodbs222,2025,4369121221,WE8FFA9,1745,1210,21120,3
dlwodbs222,2025,4369123037,W9A45C1,5642,385,21720,1
dlwodbs222,2025,4369124036,,807,3520,28390,9
dlwodbs222,2025,4369129776,WFGUJYY,13075,770,100680,2
dlwodbs222,2025,4369131175,WAD6F54,2763,5060,139820,13
dlwodbs222,2025,4369132732,W9E6528,235,21703,51080,29
dlwodbs222,2025,4369805836,WA852B5,1765,4290,75710,10
dlwodbs222,2025,4369806089,WA65F07,1939,1826,35400,5
dlwodbs222,2025,4369806695,WA399F8,3291,990,32580,2
dlwodbs222,2025,4369807533,WA05433,911,2046,18640,7
dlwodbs222,2025,4306769825,WA0EF27,7182,385,27650,1
dlwodbs222,2025,4365518516,WCEDE9A,12514,352,44050,1
dlwodbs222,2025,4365550959,WCC2C6E,401,10714,42930,35
dlwodbs222,2025,4369110197,WFAAE72,11628,946,110000,2
dlwodbs222,2025,4369112219,WD2F9B7,5529,1287,71160,3
dlwodbs222,2025,4406357260,W821F1E,4294,770,33060,2
dlwodbs222,2025,4406357542,WDB4210,602,2827,17010,8
dlwodbs222,2025,4406358024,WC32547,5945,385,22890,1
dlwodbs222,2025,4406358300,WFHKCLJ,840,2783,23370,6
dlwodbs222,2025,4406358386,WD49588,2939,924,27160,4
