계정,연도,상품번호,판매자코드,ROAS%,광고비,광고전환매출,클릭
rejoice444,2025,4376370827,W4BEBDA,1412,2178,30750,5
rejoice444,2025,4376371005,W4B9B1D,360,9229,33200,23
rejoice444,2025,4376371890,W480B30,3722,7854,292350,15
rejoice444,2025,4376371932,W47DA34,58610,957,560900,4
rejoice444,2025,4376373038,W45BC6C,13466,2530,340680,10
rejoice444,2025,4376373907,W3FF45C,2069,1672,34600,4
rejoice444,2025,4376374195,W3E68FC,1573,2178,34250,3
rejoice444,2025,4376374689,W3C3CF2,5229,682,35660,1
rejoice444,2025,4376375288,W39FEBD,5526,1507,83280,4
rejoice444,2025,4376375788,W387B1E,1041,3971,41330,7
rejoice444,2025,4376376320,W36835A,288,133903,385810,306
rejoice444,2025,4376376697,W35D8CD,241,16687,40200,26
rejoice444,2025,4376376799,W3465F7,2626,1782,46790,5
rejoice444,2025,4376376928,W3409E4,1600,5159,82530,13
rejoice444,2025,4376377456,W331F83,1852,3674,68060,5
rejoice444,2025,4376377540,W3248CF,28319,495,140180,2
rejoice444,2025,4376378279,W2DFDE0,4076,1243,50670,3
rejoice444,2025,4376379719,W2986BE,686,3509,24080,6
rejoice444,2025,4376379736,W2AB1F9,578,17908,103580,40
rejoice444,2025,4376380293,W287D33,855,7194,61500,10
rejoice444,2025,3226807231,W9C8618,16388,1375,225330,3
rejoice444,2025,4059760986,W31EC8E,42595,121,51540,1
rejoice444,2025,4105519517,WBAE3AD,2257,2530,57100,6
rejoice444,2025,4105538945,W8FB485,1098,1925,21140,5
rejoice444,2025,4105578212,W095E57,5327,385,20510,1
rejoice444,2025,4376341725,W9746C3,4992,770,38440,2
rejoice444,2025,4376341973,W9701D5,8207,396,32500,4
rejoice444,2025,4376342099,W96E660,577,4301,24820,14
rejoice444,2025,4376342136,W96E65F,437,5390,23530,17
rejoice444,2025,4376342364,W96B8A7,14481,869,125840,3
rejoice444,2025,4376342457,W96ADA5,11119,385,42810,1
rejoice444,2025,4376343090,W9606F8,2247,770,17300,2
rejoice444,2025,4376344230,W93FDC8,5762,2365,136270,5
rejoice444,2025,4376344946,W933EB0,38264,121,46300,1
rejoice444,2025,4376345295,W92FC52,3970,2508,99560,6
rejoice444,2025,4376346138,W91AF5E,25939,495,128400,1
rejoice444,2025,4376346184,W919FD4,544,4367,23760,14
rejoice444,2025,4376346871,W9085B2,3487,2079,72490,5
rejoice444,2025,4376348033,W8F3387,837,7942,66450,18
rejoice444,2025,4376348082,W8E9A34,1835,5599,102740,15
rejoice444,2025,4376348359,W8E82E6,384,4323,16600,11
rejoice444,2025,4376348491,W8E65C7,425,5786,24590,16
rejoice444,2025,4376350196,W8CE062,36232,99,35870,1
rejoice444,2025,4376350798,W8BD06B,461,6226,28700,16
rejoice444,2025,4376352764,W885C88,678,3091,20970,9
rejoice444,2025,4376352784,W888CF0,4607,1276,58780,8
rejoice444,2025,4376353400,W871F02,12455,484,60280,2
rejoice444,2025,4376353417,W86C512,8773,2728,239340,8
rejoice444,2025,4376353583,W86BF2C,529,7942,42000,30
rejoice444,2025,4376353668,W8673EA,743,15466,114960,36
rejoice444,2025,4376353946,W85ECAA,23297,1100,256270,3
rejoice444,2025,4376354206,W85368C,5124,1221,62560,4
rejoice444,2025,4376354370,W854E14,1018,6644,67640,19
rejoice444,2025,4376354502,W85190A,10874,858,93300,3
rejoice444,2025,4376354632,W849C32,5971,385,22990,1
rejoice444,2025,4376354757,W84AEC2,27032,440,118940,1
rejoice444,2025,4376355142,W83118C,6353,385,24460,1
rejoice444,2025,4376355350,W81C543,1881,1859,34960,5
rejoice444,2025,4376355866,W8059DF,1150,11341,130430,29
rejoice444,2025,4376355909,W80B4BB,1345,935,12580,4
rejoice444,2025,4376356691,W7D1234,2053,2343,48100,7
rejoice444,2025,4376357071,W7CC7C3,60498,319,192990,1
rejoice444,2025,4376357173,W7CB40F,3044,9680,294620,23
rejoice444,2025,4376357828,W7B3A6D,953,5082,48440,13
rejoice444,2025,4376357839,W7AF220,13500,616,83160,6
rejoice444,2025,4376357907,W7B093A,2203,1166,25690,3
rejoice444,2025,4376357983,W7B1860,1858,1881,34950,5
rejoice444,2025,4376358091,W7B1DD2,9747,3817,372060,10
rejoice444,2025,4376358268,W7A2AD9,3680,1815,66790,4
rejoice444,2025,4376358968,W78E888,748,5181,38740,28
rejoice444,2025,4376359418,W77A4E0,6022,495,29810,1
rejoice444,2025,4376359469,W7793EF,11263,605,68140,2
rejoice444,2025,4376359842,W75791A,707,4378,30970,7
rejoice444,2025,4376359932,W752B84,5379,715,38460,2
rejoice444,2025,4376360606,W74091C,4876,1155,56320,3
rejoice444,2025,4376361097,W71DC99,363,4235,15380,11
rejoice444,2025,4376361817,W6FAC06,1674,1232,20620,3
rejoice444,2025,4376361920,W6F0C43,4525,440,19910,1
rejoice444,2025,4376362671,W6CB194,17752,1210,214800,3
rejoice444,2025,4376363432,W69C073,1623,1507,24460,4
rejoice444,2025,4376364088,W66A26B,4312,1012,43640,2
rejoice444,2025,4376364417,W665AF2,934,3289,30720,8
rejoice444,2025,4376364721,W64EBD2,4576,3839,175680,9
rejoice444,2025,4376365026,W632B80,416,8613,35820,32
rejoice444,2025,4376365209,W61F88A,3971,1320,52420,6
rejoice444,2025,4376365433,W61C1C7,3820,1309,50000,2
rejoice444,2025,4376367285,W59170E,3427,770,26390,2
rejoice444,2025,4376367339,W583612,1670,1056,17630,3
rejoice444,2025,4376367544,W57857D,1643,3564,58570,13
rejoice444,2025,4376367863,W5643EE,965,1738,16780,4
rejoice444,2025,4376368003,W55C7BC,2946,2398,70640,8
rejoice444,2025,4376368010,W562ACF,74121,99,73380,1
rejoice444,2025,4376368383,W554748,1198,1628,19500,4
rejoice444,2025,4376369616,W503F54,9409,286,26910,2
rejoice444,2025,4376369703,W4FAF45,627,3740,23450,35
rejoice444,2025,4376369988,W4EAB9C,611,8151,49800,21
rejoice444,2025,4376370105,W4D6C2A,2893,1331,38500,3
rejoice444,2025,4376370833,W4B3940,598,12540,75010,28
rejoice444,2025,4376370969,W4AD61D,5665,484,27420,2
rejoice444,2025,4376371405,W49C061,27588,374,103180,1
rejoice444,2025,4376371573,W48D99C,1898,1375,26100,3
rejoice444,2025,4376372328,W46F0CD,2281,858,19570,2
rejoice444,2025,4376374703,W3C0A0D,4846,825,39980,6
rejoice444,2025,4376374801,W3B6844,7349,1133,83260,3
rejoice444,2025,4376375154,W3ACE93,12003,869,104310,2
rejoice444,2025,4376375466,W399778,4301,847,36430,2
rejoice444,2025,4376375565,W39338F,5615,803,45090,2
rejoice444,2025,4376376241,W378675,4204,759,31910,2
rejoice444,2025,4376376451,W35E39F,976,4653,45430,12
rejoice444,2025,4376376613,W35E6A3,6723,1155,77650,3
rejoice444,2025,4376377118,W344935,3287,2563,84240,6
rejoice444,2025,4376377494,W3359F8,13434,385,51720,1
rejoice444,2025,4376377495,W32B8BF,18219,374,68140,1
rejoice444,2025,4376377789,W32C134,471,4675,22020,11
rejoice444,2025,4376378642,W2BDA2F,6264,1364,85440,4
rejoice444,2025,4376378978,W2B458A,2682,847,22720,4
rejoice444,2025,4376379047,W2B4583,3278,693,22720,3
rejoice444,2025,4376379269,W2ABF3E,2136,1958,41830,5
rejoice444,2025,4376380821,W27EEC5,591,8382,49540,24
rejoice444,2025,4376381051,W264CDD,2743,1243,34100,3
rejoice444,2025,4402805551,WF0E762,601,5786,34800,15
rejoice444,2025,4402806315,WCE4369,2938,1925,56560,5
rejoice444,2025,4402806414,WFGUYCX,23162,4609,1067550,12
rejoice444,2025,4402806472,WD10DDC,317,5115,16200,13
rejoice444,2025,4376373936,W3EB111,22431,385,86360,1
rejoice444,2025,4058742478,W3436D1,5220,990,51680,2
rejoice444,2025,4460790291,W815E38,39000,99,38610,1
rejoice444,2025,4460791373,WFIADIY,986,4103,40460,13
rejoice444,2025,4460792016,WFGCXTG,5889,2937,172960,7
rejoice444,2025,4058663717,W966B8D,7651,418,31980,1
rejoice444,2025,4402805566,WEEAD31,971,2695,26170,6
rejoice444,2025,4460790308,WFF84CC,3748,3443,129030,11
rejoice444,2025,4460790543,W6845F7,10482,825,86480,2
rejoice444,2025,4460791554,WFHYSTY,7724,1441,111300,3
rejoice444,2025,4460791979,WFH081V,30955,132,40860,1
rejoice444,2025,4460792428,W7793F1,2772,1793,49710,5
rejoice444,2025,4463453951,WC94390,1012,2156,21820,6
rejoice444,2025,4463454228,WA9AE16,3728,1760,65610,4
rejoice444,2025,4463456335,WE4D159,4618,484,22350,2
rejoice444,2025,4489962985,WED73E5,3034,1760,53400,4
rejoice444,2026,3108098793,WADA9EB,1981,1540,30500,4
rejoice444,2026,3108309309,W5781BD,2436,1518,36980,2
rejoice444,2026,4058626416,W8F160E,2983,1980,59060,4
rejoice444,2026,4058859328,W2E705B,3908,869,33960,2
rejoice444,2026,4058955416,W92FCA1,6421,1738,111600,4
rejoice444,2026,4058967313,W83DF04,11889,3773,448560,7
rejoice444,2026,4058979376,W9066C4,11686,385,44990,1
rejoice444,2026,4059817853,WDA9074,646,13970,90230,35
rejoice444,2026,4105303580,W4D885D,2134,1573,33560,5
rejoice444,2026,4105478541,WAEB601,365,7656,27960,10
rejoice444,2026,4376341895,W971D86,368,5995,22050,14
rejoice444,2026,4376342047,W96F631,13406,352,47190,1
rejoice444,2026,4376342099,W96E660,1289,1925,24820,4
rejoice444,2026,4376342520,W96A645,865,4851,41980,14
rejoice444,2026,4376342743,W96665F,8927,1881,167920,6
rejoice444,2026,4376342845,W964C3E,1864,2321,43260,5
rejoice444,2026,4376344270,W93F8D0,1086,2970,32250,5
rejoice444,2026,4376344630,W93C284,1074,2277,24450,3
rejoice444,2026,4376345075,W931A6D,1734,2277,39480,5
rejoice444,2026,4376346163,,614,6215,38130,13
rejoice444,2026,4376348033,W8F3387,300,8107,24330,14
rejoice444,2026,4376349574,W8D7ECE,2308,1595,36820,3
rejoice444,2026,4376349739,W8D3BFF,2484,1540,38250,2
rejoice444,2026,4376350017,W8CE7EE,2537,1595,40460,3
rejoice444,2026,4376350798,W8BD06B,5436,528,28700,3
rejoice444,2026,4376352141,W89DBF4,8422,1485,125060,3
rejoice444,2026,4376353058,W8768CA,7273,748,54400,3
rejoice444,2026,4376353531,W86C506,8059,1056,85100,2
rejoice444,2026,4376355569,W815E38,10029,385,38610,1
rejoice444,2026,4376356273,W7ED72C,9481,880,83430,2
rejoice444,2026,4376356430,W7DF3A8,891,8558,76250,13
rejoice444,2026,4376356455,W7E83E5,307,7161,22000,13
rejoice444,2026,4376356985,W7CB40C,25629,858,219900,2
rejoice444,2026,4376357300,W7CB4CA,4288,770,33020,1
rejoice444,2026,4376357385,W7BC797,1223,2046,25020,7
rejoice444,2026,4376358122,W7A6776,2206,1573,34700,3
rejoice444,2026,4376358159,W7AF727,34141,220,75110,2
rejoice444,2026,4376359630,W7632F3,1379,2783,38380,6
rejoice444,2026,4376360027,W74D958,1159,2970,34430,6
rejoice444,2026,4376361097,W71DC99,567,3399,19270,7
rejoice444,2026,4376362922,W6BBE51,2118,5170,109490,7
rejoice444,2026,4376363228,W6AECE8,4474,935,41830,3
rejoice444,2026,4376364873,W630441,840,3751,31500,11
rejoice444,2026,4376365433,W61C1C7,928,2695,25000,3
rejoice444,2026,4376367544,W57857D,2150,3102,66690,8
rejoice444,2026,4376367557,W56F4A5,2913,1628,47430,3
rejoice444,2026,4376368188,W55972F,5174,748,38700,1
rejoice444,2026,4376371005,W4B9B1D,1898,2178,41340,6
rejoice444,2026,4376371116,W4B06A4,2615,2035,53220,3
rejoice444,2026,4376373459,W4068BC,1532,3047,46680,6
rejoice444,2026,4376379283,W2B5867,1476,5731,84600,9
rejoice444,2026,4376380637,W27B692,4254,5093,216640,11
rejoice444,2026,4402805878,W764BA2,3897,1034,40290,2
rejoice444,2026,4402806339,WFG6774,927,2101,19480,4
rejoice444,2026,4460790564,W9A41CD,851,7315,62240,24
rejoice444,2026,4460790642,WF8CCA3,1652,3905,64500,8
rejoice444,2026,4460791872,WFHB0UB,2073,1595,33070,3
rejoice444,2026,4460791897,WFHS7KV,6824,891,60800,2
rejoice444,2026,4460792016,WFGCXTG,14452,1496,216200,4
rejoice444,2026,4489961275,WFHL8S8,326,9064,29520,17
rejoice444,2026,3108094086,WADA8A7,14258,550,78420,1
rejoice444,2026,3108295181,W05895B,3166,1672,52940,3
rejoice444,2026,3226658646,WC2F460,13776,495,68190,1
rejoice444,2026,4058715044,W8E856C,2365,1078,25500,2
rejoice444,2026,4058991228,WAEBF2C,3207,2200,70560,4
rejoice444,2026,4105169366,WDD079E,18732,385,72120,1
rejoice444,2026,4376344624,W935BF3,1947,770,14990,2
rejoice444,2026,4376353180,W86FBC6,5591,1265,70720,3
rejoice444,2026,4376365802,W5FB424,811,4015,32580,7
rejoice444,2026,4402806472,WD10DDC,714,2915,20800,6
rejoice444,2026,4460791085,WFHCIMF,3919,891,34920,2
rejoice444,2026,4460791146,WFGCXTJ,10132,385,39010,1
rejoice444,2026,4489962951,WA03CD7,882,1012,8930,2
rejoice444,2026,4058678091,W8CD51B,4327,1100,47600,2
rejoice444,2026,4058878581,W9FB17F,2874,2299,66080,4
rejoice444,2026,4058879699,WA073BB,25328,539,136520,1
rejoice444,2026,4058966972,W83DEF2,1642,2277,37380,4
rejoice444,2026,4059253341,WACC92D,1482,1650,24460,3
rejoice444,2026,4104643502,WA05433,4716,440,20750,1
rejoice444,2026,4376345226,W92FC54,9051,550,49780,1
rejoice444,2026,4376351571,W8AB972,641,8492,54450,17
rejoice444,2026,4376353526,W865E39,4802,2926,140520,5
rejoice444,2026,4376356575,W7D60D0,10109,440,44480,1
rejoice444,2026,4376362188,W6E3A3C,1951,1287,25110,3
rejoice444,2026,4376369369,W520A36,7436,550,40900,1
rejoice444,2026,4376373048,W43FA26,3559,1639,58340,3
rejoice444,2026,4463457463,W3917A7,1210,1859,22500,3
rejoice444,2026,4489962350,WBD1430,206,6798,13980,12
rejoice444,2026,3107788034,W4D92BC,939,3531,33140,6
rejoice444,2026,3554738261,W526B41,2299,2739,62960,6
rejoice444,2026,4059835238,W4597A7,4316,1034,44630,2
rejoice444,2026,4376346868,W906E16,3471,2200,76360,4
rejoice444,2026,4376365423,W61F514,8026,418,33550,1
rejoice444,2026,4463453874,WBD5281,15407,1133,174560,2
rejoice987,2025,3239671741,W947B78,1196,2618,31310,8
rejoice987,2025,3411329074,W4C9C9F,6215,902,56060,2
rejoice987,2025,3411337972,WAE5D09,32589,1265,412250,3
rejoice987,2025,3411386351,W0D0C30,7786,1914,149020,6
rejoice987,2025,3411406739,W675384,3998,803,32100,2
rejoice987,2025,3411462855,,2938,4741,139290,16
rejoice987,2025,3411684694,W0CCA65,5644,770,43460,2
rejoice987,2025,3411715592,WBA4FF7,11775,462,54400,1
rejoice987,2025,3412223868,W14B6D7,28364,385,109200,1
rejoice987,2025,3412272526,WC50B7E,1281,17820,228200,45
rejoice987,2025,3421255560,W8E05E8,421,8250,34740,13
rejoice987,2025,3421256996,W01F28A,4426,1353,59880,3
rejoice987,2025,3421258919,WAAA770,1124,3388,38090,10
rejoice987,2025,3421298043,W563378,9650,2607,251580,9
rejoice987,2025,3421315064,,15543,341,53000,1
rejoice987,2025,3421327074,WA5277B,12242,495,60600,1
rejoice987,2025,3421346734,W1E32B3,1376,3399,46770,7
rejoice987,2025,3421359886,W071710,3252,2321,75470,6
rejoice987,2025,3421361529,WAA76F7,2040,1540,31420,4
rejoice987,2025,3421363546,W101572,3588,3300,118400,7
rejoice987,2025,3591147954,W5FCD8D,15943,385,61380,1
rejoice987,2025,3591163344,W77E42B,469,8206,38450,22
rejoice987,2025,3591165093,,1666,2596,43260,8
rejoice987,2025,3591166466,W58530C,1254,3036,38080,8
rejoice987,2025,3591167669,W6B801A,6486,2431,157680,6
rejoice987,2025,3591170676,WA37245,3524,1705,60080,4
rejoice987,2025,3591197024,,1540,2728,42000,8
rejoice987,2025,3591206298,W47BB7A,860,8470,72830,19
rejoice987,2025,3591223768,,3823,3531,134980,9
rejoice987,2025,3591245088,,242,30602,74200,94
rejoice987,2025,3591272181,WA851C5,610,10142,61900,32
rejoice987,2025,3591274018,,1931,2684,51830,8
rejoice987,2025,3591282481,WA4233D,13076,330,43150,1
rejoice987,2025,3702967581,W64E218,1275,5698,72660,16
rejoice987,2025,3703018280,WBAC3F7,1119,4488,50200,10
rejoice987,2025,3804596128,WD5BB2D,7953,385,30620,1
rejoice987,2025,3804599063,WC0258E,2623,1331,34910,5
rejoice987,2025,3804604940,W967A9E,438,6237,27340,19
rejoice987,2025,3804613022,WE7DF29,1788,1661,29700,5
rejoice987,2025,3804638297,W8A14C5,4136,3124,129200,8
rejoice987,2025,3804650159,WB2F00B,4639,1980,91860,5
rejoice987,2025,3804663094,W3ADF3F,5809,539,31310,3
rejoice987,2025,3804687752,W2E0775,642,4664,29930,11
rejoice987,2025,3804694209,WE3AF26,3088,2794,86280,7
rejoice987,2025,3804701771,WD9CA41,9927,286,28390,1
rejoice987,2025,4059456931,W9B849B,5140,1375,70670,3
rejoice987,2025,4059458515,W99276F,4824,495,23880,1
rejoice987,2025,4059474436,W807EAF,1172,1980,23210,4
rejoice987,2025,4059491949,W36835A,219,65945,144460,157
rejoice987,2025,4059500834,W72B194,1345,3905,52520,10
rejoice987,2025,4059529269,,12402,341,42290,1
rejoice987,2025,4059546524,WB2F194,1412,1573,22210,4
rejoice987,2025,4059562884,W4F6ABF,20025,363,72690,1
rejoice987,2025,4059581516,W761F33,2120,1188,25190,3
rejoice987,2025,4059599897,,7539,308,23220,1
rejoice987,2025,4059623870,WD091A0,6687,847,56640,3
rejoice987,2025,4059643490,W7E9191,723,5137,37160,23
rejoice987,2025,4059647359,W401BDF,730,4840,35340,12
rejoice987,2025,4144883673,W83115E,4800,770,36960,2
rejoice987,2025,4144892535,W981C1D,1872,12100,226560,29
rejoice987,2025,4144921891,WB2F172,33600,385,129360,1
rejoice987,2025,4144928090,WAD274D,1270,3289,41780,8
rejoice987,2025,4245232984,W5AD0C0,749,7568,56660,56
rejoice987,2025,4245233036,W85E08B,1515,4565,69150,11
rejoice987,2025,4245233129,W9CCC06,6713,770,51690,2
rejoice987,2025,4245233224,W96FB99,1015,27423,278320,70
rejoice987,2025,4245233363,WDAE7B4,4942,1122,55450,3
rejoice987,2025,4245233383,,561,18249,102340,68
rejoice987,2025,4245233518,W8EB24F,1092,4334,47320,9
rejoice987,2025,4245233579,WB62D25,5524,847,46790,5
rejoice987,2025,4245233610,WC0F61F,3585,2640,94640,8
rejoice987,2025,4245234131,W9410A1,3685,1430,52690,4
rejoice987,2025,4245234239,WBAC35A,3808,1265,48170,3
rejoice987,2025,4245234281,WB93CD8,18393,6226,1145160,10
rejoice987,2025,4245234300,WD0979B,804,41558,334020,102
rejoice987,2025,4245234441,WBC223E,691,19954,137840,51
rejoice987,2025,4245234501,WB27CC3,1176,4543,53440,11
rejoice987,2025,4245234566,WAE7FBC,1580,3839,60640,9
rejoice987,2025,4245234746,W8CAC39,5648,792,44730,2
rejoice987,2025,4245234867,WB75130,3740,6017,225040,13
rejoice987,2025,4245235048,WB0B26D,6933,330,22880,3
rejoice987,2025,4245235049,W4C55E3,2049,12034,246520,19
rejoice987,2025,4245235282,W7B4954,603,12276,74010,30
rejoice987,2025,4245235704,W9CCA26,3286,5445,178920,16
rejoice987,2025,4245235762,WD0970E,6506,1540,100200,4
rejoice987,2025,4245235903,W134EC9,22085,495,109320,1
rejoice987,2025,4245236310,WB9651C,1235,5874,72550,13
rejoice987,2025,4245236805,WBDCE50,6749,869,58650,2
rejoice987,2025,4245543642,,448,5489,24580,15
rejoice987,2025,4245543714,,1688,6556,110640,21
rejoice987,2025,4245543898,,2478,682,16900,2
rejoice987,2025,4245544117,,1292,4004,51730,9
rejoice987,2025,4245544419,WEB4EF8,218,28149,61430,69
rejoice987,2025,4245544427,WEB19B1,378,25047,94580,32
rejoice987,2025,4245544619,,518,8866,45940,28
rejoice987,2025,4245544672,,2558,7183,183750,24
rejoice987,2025,4245544688,,546,8008,43740,28
rejoice987,2025,4245544780,WF209A3,733,6006,44000,14
rejoice987,2025,3411348217,WAB988E,8584,385,33050,1
rejoice987,2025,4328250445,W4AF124,3448,880,30340,2
rejoice987,2025,4328258281,W9AEF0E,7526,3630,273200,9
rejoice987,2025,4328259646,W80F6DF,2119,7788,165040,17
rejoice987,2025,3411355707,WACAC18,1741,3124,54400,7
rejoice987,2025,3412224792,WC03375,7193,1386,99690,3
rejoice987,2025,4245235426,W296595,13332,385,51330,1
rejoice987,2025,4245543702,WEF05C3,4270,1155,49320,3
rejoice987,2025,4328258368,W89DBE0,6701,1540,103200,4
rejoice987,2025,4348005742,W9D68A6,1941,1980,38440,5
rejoice987,2025,3411452366,W36FBA3,10673,385,41090,1
rejoice987,2025,3411541831,W21B8E6,12622,704,88860,2
rejoice987,2025,3412118417,WA2F9AA,8459,693,58620,3
rejoice987,2025,3412434184,WBA87D9,4733,1540,72890,4
rejoice987,2025,4059687610,W7B093A,9300,649,60360,2
rejoice987,2025,4245234189,WCFCF7D,16268,385,62630,1
rejoice987,2025,4365512263,WDD17FD,2090,4235,88520,11
rejoice987,2025,4365515394,WD1212D,1441,8195,118100,23
rejoice987,2025,4365534911,WA82468,588,5533,32520,13
rejoice987,2025,4365536475,WC3E68E,636,4752,30200,10
rejoice987,2025,4365546157,WD92FFF,248,18524,45930,27
rejoice987,2025,4365549548,WCA95CB,8792,1419,124760,6
rejoice987,2025,4365551054,WB1DC32,47143,462,217800,1
rejoice987,2025,4365551248,WC7E1B0,69621,462,321650,1
rejoice987,2025,4365551299,WA05433,1194,2409,28760,7
rejoice987,2025,4365551512,W8DFDD8,16299,374,60960,1
rejoice987,2025,4365557276,,11401,3014,343620,8
rejoice987,2025,4365562829,WE36E4A,1381,3113,42980,7
rejoice987,2025,4365577613,W05764B,4561,836,38130,2
rejoice987,2025,4369073058,WBEFC23,1380,1562,21560,4
rejoice987,2025,4369087019,WDB3333,5886,385,22660,1
rejoice987,2025,4369087702,WB6CD03,867,2871,24880,29
rejoice987,2025,4369090645,WBDF586,5022,1155,58000,3
rejoice987,2025,4369097988,WBA087D,4227,1694,71600,4
rejoice987,2025,4369156124,WC2190A,788,6875,54170,16
rejoice987,2025,4369157720,WA5028A,2816,825,23230,2
rejoice987,2025,4369160182,W6D2D3B,3349,4510,151040,12
rejoice987,2025,4369729365,WAAC33B,990,2882,28520,7
rejoice987,2025,4369158346,쿠팡 주문하기W4AEB5D,2326,1155,26860,4
rejoice987,2025,4402791326,WAF2603,388,7931,30740,19
rejoice987,2025,4402791739,W7DD2EE,4807,1155,55520,3
rejoice987,2025,4402791874,WCFEDC2,2679,1232,33010,3
rejoice987,2025,4402792062,WD27C09,3571,1628,58140,6
rejoice987,2025,4402792071,,35691,275,98150,2
rejoice987,2025,4365540694,WCBE0DA,1334,2739,36540,9
rejoice987,2025,4489967516,WD361AC,14685,1375,201920,3
rejoice987,2025,4489967745,WB88622,282,18062,50900,41
rejoice987,2025,3591250311,WAABCC7,48626,396,192560,4
rejoice987,2025,4369088390,W9E3E80,12164,495,60210,1
rejoice987,2025,4369162174,WCF0CD9,1952,1342,26200,3
rejoice987,2025,4369729338,WAAB3D1,6497,495,32160,1
rejoice987,2025,4378226101,W76C41B,8891,385,34230,1
rejoice987,2025,4463454878,WC21E3C,887,5159,45760,13
rejoice987,2025,4463458296,W06B824,5396,429,23150,1
rejoice987,2025,4489966544,WFH78T2,367,17248,63260,21
rejoice987,2025,4489966614,W3631AF,4533,2409,109190,3
rejoice987,2025,4489966828,W1AB918,5363,3003,161040,5
rejoice987,2025,4489967665,WFHB7KA,1205,1760,21200,4
rejoice987,2025,4489967710,W9A44ED,403,8998,36280,21
rejoice987,2025,4489967939,WBF91DB,4192,1485,62250,3
rejoice987,2025,4525982775,WB1AEEE,479,2145,10280,5
rejoice987,2025,4525983199,WB9C55B,883,1628,14380,4
rejoice987,2025,4525983341,WB4B39A,256,5687,14550,18
rejoice987,2025,4525983561,WB64350,7053,451,31810,2
rejoice987,2025,4525983730,WB64FA6,1222,2354,28760,6
rejoice987,2025,4599703731,WD42985,1863,6325,117860,13
rejoice987,2025,4599799884,WBB69FB,2183,2332,50900,6
rejoice987,2025,4599808777,W613CEE,1268,5280,66970,12
rejoice987,2025,4622660366,인스탁스 2팩,3604,64504,2325000,49
rejoice987,2025,4622661608,인스탁스 2팩,1866,127435,2377840,84
